32,41.1792,-73.1717,1 0.00498 3 0.00058 4 0.00058 5 0.00038 6 0.00019 8 0.00019 11 0.00058 13 0.00537 15 0.00096 16 0.00211 20 0.00038 21 0.00134 22 0.00019 23 0.00019 24 0.00249
33,33.7924,-84.3916,1 0.02301 2 0.00038 3 0.00038 4 0.00038 5 0.00173 8 0.00019 12 0.00058 13 0.01285 14 0.00019 15 0.00038 16 0.00173 18 0.00019 21 0.00134 23 0.00019 24 0.00134
34,30.0908,-96.0337,1 0.00537 4 0.00038 5 0.00058 9 0.00019 12 0.00038 13 0.00556 15 0.00038 16 0.00077 21 0.00038 24 0.00153 26 0.00058 27 0.00058 32 0.00096 34 0.00038 35 0.00019
35,41.3619,-83.6139,1 0.00882 2 0.00019 4 0.00058 5 0.00077 7 0.00019 12 0.00019 13 0.00613 14 0.00019 15 0.00096 16 0.00058 21 0.00038 23 0.00038 24 0.00058 26 0.00019 28 0.00019
36,38.8418,-77.0868,1 0.01304 2 0.00077 3 0.00019 4 0.00077 5 0.00192 6 0.00038 8 0.00038 11 0.00019 13 0.0115 14 0.00019 15 0.00096 16 0.00134 18 0.00019 20 0.00077 23 0.00058
37,26.23,-80.2094,1 0.00786 2 0.00019 4 0.00058 5 0.00038 7 0.00019 8 0.00019 11 0.00019 13 0.00345 14 0.00038 15 0.00077 16 0.00115 20 0.00038 21 0.00019 23 0.00019 24 0.00134
38,40.7673,-73.5861,1 0.00959 3 0.00038 4 0.00058 5 0.00077 8 0.00019 13 0.00403 15 0.00038 16 0.00058 21 0.00173 24 0.00134 26 0.00038 32 0.00038 34 0.00058 35 0.00038 36 0.00077
39,43.783,-79.2385,1 0.01304 2 0.00038 4 0.00115 5 0.00096 7 0.00019 13 0.00518 15 0.00077 16 0.00096 20 0.00019 21 0.00096 23 0.00038 24 0.0023 26 0.00077 32 0.00173 34 0.00096
40,38.4755,-121.443,1 0.03451 2 0.00077 3 0.00038 4 0.00077 5 0.0023 6 0.00038 7 0.00058 8 0.00038 11 0.00019 12 0.00038 13 0.02051 14 0.00038 15 0.00173 16 0.00345 18 0.00019
41,29.6156,-95.493,1 0.00978 2 0.00019 3 0.00038 5 0.00038 6 0.00019 8 0.00058 12 0.00019 13 0.00901 15 0.00038 16 0.0023 21 0.00077 23 0.00019 24 0.00077 26 0.00058 27 0.00019
42,30.3938,-97.6532,1 0.04294 2 0.00096 3 0.00058 4 0.00019 5 0.00345 6 0.00038 11 0.00038 12 0.00038 13 0.02914 14 0.00058 15 0.00288 16 0.00288 18 0.00019 21 0.0092 22 0.00019
43,29.7918,-95.0524,1 0.08416 2 0.00173 3 0.00173 4 0.00134 5 0.00364 6 0.00038 7 0.00038 8 0.00038 9 0.00058 11 0.00058 12 0.00019 13 0.09586 14 0.00134 15 0.00326 16 0.00594
44,39.4105,-76.774,1 0.01495 4 0.00058 5 0.00153 7 0.00019 13 0.00422 14 0.00019 15 0.00038 16 0.00038 21 0.00192 24 0.00173 25 0.00019 32 0.00115 34 0.00096 36 0.00038 37 0.00134
45,30.8324,-83.3093,1 0.02013 2 0.00019 3 0.00019 4 0.00096 5 0.00134 8 0.00019 11 0.00019 13 0.00901 15 0.00211 16 0.00173 18 0.00019 21 0.00096 24 0.00115 26 0.00058 27 0.00019
46,38.697,-121.329,1 0.02109 2 0.00038 3 0.00019 4 0.00077 5 0.00249 6 0.00019 7 0.00058 8 0.00019 13 0.0186 15 0.00153 16 0.00211 21 0.00038 23 0.00019 24 0.00441 26 0.00153
47,38.9694,-76.9581,1 0.02435 3 0.00038 4 0.00019 5 0.00096 6 0.00038 8 0.00019 11 0.00077 12 0.00019 13 0.01783 15 0.00153 16 0.00326 21 0.00096 24 0.00326 26 0.00115 28 0.00019
48,33.9987,-84.1659,1 0.01035 2 0.00096 3 0.00019 4 0.00077 5 0.00134 8 0.00019 11 0.00019 13 0.0046 14 0.00019 16 0.00115 21 0.00134 23 0.00038 24 0.00058 26 0.00077 28 0.00019
49,40.6732,-73.9677,1 0.00038 3 0.00058 4 0.00058 5 0.00038 6 0.00019 8 0.00019 11 0.00058 13 0.00518 14 0.00019 15 0.00077 16 0.00096 21 0.0023 23 0.00058 26 0.00019 36 0.00077
50,33.7488,-84.4121,1 0.00748 2 0.00019 4 0.00134 5 0.00058 11 0.00019 13 0.00767 15 0.00077 16 0.00058 21 0.00038 23 0.00038 24 0.00326 26 0.00038 27 0.00038 28 0.00019 32 0.00173
51,40.9016,-74.1987,1 0.00498 13 0.00211 15 0.00019 16 0.00096 21 0.00077 23 0.00019 24 0.00077 32 0.00058 34 0.00038 37 0.00019 41 0.00019 42 0.00019 43 0.00077 51 0.00038 56 0.00019
52,30.8668,-83.2871,1 0.01112 5 0.00077 7 0.00019 12 0.00019 13 0.00422 15 0.00038 16 0.00077 20 0.00019 21 0.00153 24 0.00134 26 0.00058 32 0.00192 34 0.00058 36 0.00038 37 0.00153
53,40.656,-73.9075,1 0.00249 5 0.00058 7 0.00038 9 0.00058 13 0.0046 14 0.00019 15 0.00038 16 0.00134 21 0.00096 23 0.00019 24 0.00058 27 0.00058 32 0.00077 36 0.00058 37 0.00038
54,40.6887,-73.935,1 0.00939 2 0.00038 3 0.00019 4 0.00019 5 0.00019 11 0.00019 12 0.00058 13 0.00345 15 0.00038 16 0.00019 21 0.00134 24 0.00096 26 0.00019 27 0.00019 28 0.00019
55,40.4035,-79.8943,1 0.01227 2 0.00077 5 0.00134 8 0.00019 11 0.00019 12 0.00019 13 0.00939 15 0.00134 16 0.00134 21 0.00288 22 0.00019 24 0.00096 26 0.00019 27 0.00019 28 0.00019
56,33.797,-84.4438,1 0.0161 4 0.00096 5 0.00134 8 0.00019 12 0.00019 13 0.01227 14 0.00019 15 0.00211 16 0.00249 18 0.00019 19 0.00058 20 0.00019 21 0.00556 24 0.00537 26 0.00077
57,25.8037,-80.2746,1 0.02243 3 0.00058 4 0.00077 5 0.00038 6 0.00019 7 0.00019 11 0.00038 12 0.00038 13 0.00978 15 0.00134 20 0.00019 21 0.00173 24 0.00115 26 0.00038 27 0.00038
58,40.6599,-73.9533,1 0.00192 2 0.00038 5 0.00019 7 0.00019 8 0.00019 10 0.00019 13 0.01419 26 0.00038 28 0.00019 32 0.00134 39 0.00019 42 0.00038 50 0.00019 51 0.00019 55 0.00019
59,35.6024,-80.7205,1 0.01783 2 0.00019 3 0.00019 4 0.00019 5 0.00173 8 0.00038 11 0.00019 12 0.00038 13 0.01476 15 0.00077 16 0.00077 18 0.00058 21 0.00115 24 0.00364 26 0.00058
60,43.0794,-83.6873,1 0.01208 2 0.00019 3 0.00038 4 0.00019 5 0.00134 6 0.00038 13 0.00671 15 0.00096 16 0.00096 21 0.00173 24 0.00211 26 0.00019 27 0.00038 28 0.00058 32 0.00173
61,40.7048,-73.7218,1 0.01323 3 0.00019 4 0.00019 5 0.00153 7 0.00019 8 0.00058 13 0.01936 14 0.00019 15 0.00058 16 0.00134 18 0.00019 19 0.00019 21 0.00403 24 0.00345 25 0.00019
62,40.8545,-73.8931,1 0.01534 2 0.00077 3 0.00019 5 0.00192 7 0.00019 8 0.00019 13 0.00594 15 0.00058 16 0.00038 18 0.00019 19 0.00019 21 0.00173 22 0.00038 23 0.00019 24 0.00077
63,40.7109,-74.2457,1 0.01706 2 0.00077 3 0.00038 5 0.00077 8 0.00038 9 0.00038 11 0.00019 12 0.00038 13 0.00709 15 0.00019 16 0.00077 21 0.00077 24 0.00173 26 0.00077 27 0.00038
64,41.8135,-87.8722,1 0.01975 3 0.00058 4 0.00019 5 0.0023 6 0.00038 7 0.00019 8 0.00096 12 0.00019 13 0.01687 14 0.00019 15 0.00096 16 0.00058 18 0.00019 20 0.00192 21 0.00038
65,42.1108,-71.0252,1 0.00613 2 0.00019 4 0.00058 5 0.00096 8 0.00038 12 0.00038 13 0.00997 16 0.00019 18 0.00038 21 0.00077 24 0.00096 26 0.00019 27 0.00019 32 0.00058 34 0.00038
66,41.8006,-87.5978,1 0.02109 2 0.00019 3 0.00019 4 0.00019 5 0.00096 6 0.00019 7 0.00019 9 0.00058 11 0.00019 12 0.00038 13 0.01035 14 0.00019 15 0.00115 16 0.00211 20 0.00019
67,40.6689,-74.2036,1 0.00307 2 0.00038 3 0.00019 4 0.00019 5 0.00019 8 0.00019 9 0.00019 11 0.00019 13 0.00422 14 0.00019 15 0.00038 16 0.00019 21 0.00115 24 0.00058 26 0.00038
68,33.6691,-79.8504,1 0.00901 2 0.00038 3 0.00038 5 0.00211 8 0.00019 10 0.00096 11 0.00058 12 0.00019 13 0.00997 14 0.00058 15 0.00115 16 0.00038 21 0.00019 24 0.00096 26 0.00173
69,38.7833,-76.9587,1 0.01169 5 0.00096 7 0.00038 9 0.00019 12 0.00019 13 0.00479 15 0.00038 16 0.00077 21 0.00038 23 0.00019 24 0.00153 26 0.00038 27 0.00019 28 0.00019 32 0.00019
70,40.6713,-73.6103,1 0.00498 2 0.00019 4 0.00019 5 0.00058 12 0.00019 13 0.00498 14 0.00019 15 0.00038 16 0.00019 20 0.00019 21 0.00153 24 0.00077 26 0.00019 32 0.00058 34 0.00019
71,36.8461,-75.9756,1 0.03125 2 0.00019 3 0.00058 4 0.00096 5 0.00268 7 0.00038 8 0.00211 12 0.00038 13 0.01285 14 0.00038 15 0.00211 16 0.00383 20 0.00019 21 0.00173 23 0.00134
72,29.6012,-95.6881,1 0.00882 2 0.00019 5 0.00173 8 0.00019 13 0.00556 15 0.00096 16 0.00019 21 0.00077 24 0.00096 26 0.00038 27 0.00058 28 0.00019 32 0.00096 34 0.00038 35 0.00038
73,33.7454,-84.4986,1 0.01016 4 0.00019 5 0.00058 8 0.00019 11 0.00019 13 0.00613 15 0.00077 16 0.00077 21 0.00153 23 0.00038 24 0.00096 26 0.00038 32 0.00077 34 0.00115 36 0.00096
74,33.9367,-84.3708,1 0.0186 2 0.00019 3 0.00019 5 0.00115 12 0.00019 13 0.00671 14 0.00058 16 0.00134 20 0.00134 21 0.00134 24 0.00096 26 0.00038 27 0.00038 28 0.00019 32 0.00173
75,32.4379,-80.7763,1 0.01227 2 0.00038 3 0.00019 4 0.00019 5 0.00058 6 0.00019 8 0.00019 11 0.00019 12 0.00019 13 0.00939 15 0.00038 16 0.00096 18 0.00058 20 0.00019 21 0.00019
76,33.7836,-118.287,1 0.00633 13 0.0255 20 0.00019 32 0.00192 87 0.00019 107 0.00019 135 0.00019 146 0.00019 157 0.00038 165 0.00019 326 0.00019 366 0.00058 491 0.00019 526 0.00019 574 0.00019
77,40.6862,-73.9791,1 0.00058 5 0.00058 13 0.00613 23 0.00019 58 0.00077 85 0.00019 104 0.00077 105 0.00019 127 0.00096 179 0.00019 194 0.00019 201 0.00019 216 0.00019 220 0.00019 290 0.00019
78,44.9839,-93.2599,1 0.00192 2 0.00019 4 0.00038 5 0.00096 8 0.00019 13 0.00096 15 0.00038 16 0.00038 20 0.00019 21 0.00058 24 0.00038 28 0.00019 32 0.00038 34 0.00173 36 0.00019
79,34.6588,-86.5451,1 0.00575 2 0.00019 5 0.00077 8 0.00019 9 0.00019 11 0.00019 12 0.00019 13 0.0046 14 0.00019 15 0.00058 16 0.00058 21 0.00096 24 0.00115 26 0.00019 27 0.00019
80,28.5132,-81.4785,1 0.00575 5 0.00038 7 0.00019 12 0.00038 13 0.00192 16 0.00019 21 0.00058 23 0.00058 24 0.00058 32 0.00019 34 0.00038 43 0.00038 51 0.00019 58 0.00153 67 0.00038
81,43.0953,-83.7364,1 0.01208 2 0.00019 3 0.00096 4 0.00077 5 0.00058 7 0.00077 8 0.00019 9 0.00038 11 0.00019 12 0.00058 13 0.00556 14 0.00038 15 0.00096 16 0.00096 17 0.00019
82,37.1853,-77.2815,1 0.00901 3 0.00077 4 0.00019 5 0.00019 7 0.00038 8 0.00019 11 0.00058 13 0.00613 14 0.00019 15 0.00019 16 0.00077 20 0.00038 21 0.00038 23 0.00058 24 0.00019
83,40.8231,-73.8947,1 0.0115 4 0.00019 5 0.00019 7 0.00019 8 0.00019 9 0.00058 11 0.00077 13 0.00709 14 0.00038 15 0.00038 16 0.00096 21 0.00019 24 0.00134 27 0.00019 32 0.00134
84,38.8602,-76.9517,1 0.00805 2 0.00019 3 0.00019 4 0.00096 5 0.00038 8 0.00019 9 0.00077 11 0.00153 12 0.00038 13 0.01054 15 0.00038 16 0.00288 20 0.00211 21 0.00364 23 0.00019
85,35.2474,-80.7892,1 0.02109 2 0.00019 3 0.00096 4 0.00038 5 0.00249 11 0.00058 12 0.00038 13 0.0115 14 0.00038 15 0.00115 16 0.00192 20 0.00019 21 0.00211 23 0.00019 24 0.00249
86,33.6358,-84.4522,1 0.00613 3 0.00019 4 0.00019 5 0.00077 7 0.00038 9 0.00038 11 0.00019 12 0.00019 13 0.00383 15 0.00058 16 0.00077 20 0.00019 21 0.00019 23 0.00058 24 0.00134
87,29.7359,-95.6083,1 0.00518 3 0.00019 4 0.00019 5 0.00134 13 0.00479 15 0.00038 16 0.00096 21 0.00038 23 0.00019 24 0.00038 25 0.00019 26 0.00058 28 0.00038 32 0.00096 36 0.00038
88,40.8087,-73.9441,1 0.03048 2 0.00038 3 0.00038 4 0.00077 5 0.00096 7 0.00019 9 0.00058 12 0.00019 13 0.01956 14 0.00038 15 0.00019 16 0.0023 18 0.00038 20 0.0023 21 0.00383
89,36.1959,-115.243,1 0.00767 4 0.00019 5 0.00058 7 0.00019 8 0.00019 12 0.00019 13 0.00326 14 0.00019 15 0.00077 19 0.00019 20 0.00038 21 0.00058 24 0.00096 26 0.00019 27 0.00019
90,40.4816,-79.811,1 0.01649 2 0.00058 4 0.00038 5 0.00038 6 0.00038 8 0.00019 11 0.00058 13 0.00805 15 0.00019 16 0.00192 21 0.00115 23 0.00038 24 0.00115 26 0.00038 28 0.00077
91,40.6776,-73.9278,1 0.00211 2 0.00019 5 0.00038 13 0.00288 15 0.00019 41 0.00077 48 0.00038 51 0.00019 56 0.00211 58 0.00019 71 0.00019 72 0.00019 85 0.00019 87 0.00019 104 0.00077
92,29.9571,-90.1043,1 0.03029 2 0.00058 3 0.00019 4 0.00058 5 0.00115 8 0.00058 9 0.00019 11 0.00058 13 0.01169 15 0.00211 16 0.00326 21 0.00364 23 0.00019 24 0.00345 26 0.00096
93,40.7475,-74.0041,1 0.00767 5 0.00038 11 0.00019 13 0.0115 14 0.00038 15 0.00096 16 0.00096 18 0.00019 20 0.00019 21 0.00019 24 0.00153 26 0.00096 32 0.00173 34 0.00038 36 0.00058
94,40.4525,-79.9368,1 0.00613 2 0.00019 9 0.00077 13 0.00575 15 0.00038 16 0.00058 18 0.00019 20 0.00019 21 0.00038 26 0.00038 27 0.00019 32 0.00019 34 0.00019 37 0.00153 48 0.00019
95,40.6703,-73.9,1 0.00268 2 0.00019 3 0.00038 13 0.00575 16 0.00019 20 0.00019 24 0.00019 26 0.00019 27 0.00019 32 0.00019 36 0.00038 40 0.00019 48 0.00019 58 0.00038 59 0.00019
96,39.9642,-75.1455,1 0.00613 2 0.00019 5 0.00077 8 0.00019 13 0.00575 15 0.00134 16 0.00077 21 0.00077 24 0.00134 26 0.00115 27 0.00038 28 0.00019 30 0.00019 32 0.00058 34 0.00058
97,40.6697,-73.9364,1 0.00326 2 0.00038 5 0.00077 11 0.00019 13 0.00594 15 0.00019 16 0.00134 21 0.00115 24 0.00038 32 0.00077 34 0.00019 36 0.00096 41 0.00038 55 0.00019 56 0.00038
98,37.2397,-77.4237,1 0.01035 2 0.00019 4 0.00058 5 0.00096 11 0.00019 13 0.00729 15 0.00077 16 0.00096 21 0.00038 24 0.00134 26 0.00019 28 0.00019 32 0.00115 34 0.00058 36 0.00153
99,35.9774,-78.882,1 0.00038 13 0.00096 15 0.00019 21 0.00019 23 0.00077 24 0.00038 27 0.00019 42 0.00019 48 0.00019 56 0.00038 58 0.00058 60 0.00019 70 0.00019 72 0.00019 82 0.00019
100,28.206,-82.4922,1 0.01246 2 0.00096 3 0.00038 5 0.00058 13 0.00671 14 0.00019 15 0.00038 16 0.00058 24 0.00173 26 0.00096 28 0.00019 29 0.00019 30 0.00019 32 0.00211 34 0.00058
101,35.1008,-89.864,1 0.02512 2 0.00077 3 0.00038 4 0.00038 5 0.00096 6 0.00019 8 0.00058 11 0.00058 12 0.00058 13 0.00959 14 0.00096 15 0.00077 16 0.00211 17 0.00019 21 0.0023
102,40.8068,-73.9873,1 0.01438 4 0.00058 5 0.00173 8 0.00019 9 0.00019 11 0.00058 12 0.00019 13 0.02109 15 0.00115 16 0.00307 18 0.00019 21 0.00326 24 0.00288 26 0.00096 27 0.00058
103,28.3086,-81.4698,1 0.00383 2 0.00019 4 0.00038 5 0.00096 6 0.00019 12 0.00019 13 0.00288 15 0.00038 21 0.00038 24 0.00096 30 0.00019 34 0.00019 36 0.00019 37 0.00058 39 0.00019
104,34.6915,-79.1954,1 0.0602 2 0.00192 3 0.00096 4 0.00173 5 0.00403 6 0.00038 8 0.00038 9 0.00019 11 0.00115 12 0.00173 13 0.02128 14 0.00019 15 0.0023 16 0.00518 18 0.00038
105,40.6613,-73.9154,1 0.00575 2 0.00019 3 0.00019 4 0.00019 11 0.00038 12 0.00019 13 0.00556 15 0.00077 16 0.00153 20 0.00019 21 0.00038 24 0.00153 26 0.00038 32 0.00077 37 0.00096
106,42.6893,-73.8493,1 0.01035 2 0.00038 5 0.00019 6 0.00019 8 0.00038 13 0.02972 15 0.00038 16 0.00019 24 0.00153 26 0.00058 32 0.00096 34 0.00173 36 0.00058 37 0.00019 39 0.00019
107,32.8816,-79.9927,1 0.01054 2 0.00038 3 0.00038 4 0.00019 5 0.00077 6 0.00019 8 0.00058 9 0.00019 13 0.00326 15 0.00019 16 0.00077 18 0.00019 21 0.00077 24 0.00173 32 0.00077
108,29.9478,-95.4088,1 0.00997 2 0.00058 3 0.00019 4 0.00077 5 0.00038 7 0.00019 8 0.00019 13 0.00729 15 0.00058 16 0.00058 19 0.00019 21 0.00038 24 0.00134 26 0.00077 28 0.00058
109,42.9913,-83.717,1 0.00364 5 0.00077 8 0.00019 11 0.00019 13 0.00153 15 0.00115 16 0.00038 21 0.00288 23 0.00019 24 0.00058 26 0.00019 32 0.00038 37 0.00077 39 0.00038 45 0.00019
110,41.0555,-73.52,1 0.00613 2 0.00038 3 0.00038 4 0.00038 5 0.00096 13 0.00403 15 0.00058 16 0.00038 21 0.00077 23 0.00019 24 0.00153 26 0.00038 27 0.00038 28 0.00019 30 0.00019
111,37.7322,-122.153,1 0.00863 2 0.00019 3 0.00019 4 0.00038 5 0.00077 8 0.00019 9 0.00038 10 0.00038 11 0.00019 12 0.00019 13 0.00882 15 0.00058 16 0.00058 21 0.00307 24 0.00115
112,29.7594,-95.3674,1 0.00441 5 0.00096 7 0.00019 9 0.00019 11 0.00019 13 0.00268 14 0.00058 15 0.00096 16 0.00058 21 0.00058 23 0.00019 24 0.00115 27 0.00019 28 0.00019 32 0.00019
113,40.7176,-73.9804,1 0.00997 4 0.00019 13 0.00479 14 0.00019 15 0.00153 16 0.00077 19 0.00019 21 0.00096 23 0.00019 24 0.00115 26 0.00077 27 0.00019 28 0.00019 32 0.00077 34 0.00038
114,40.6636,-73.8743,5 0.00058 11 0.00019 13 0.00613 16 0.00077 24 0.00173 28 0.00019 42 0.00038 48 0.00019 56 0.00038 58 0.00058 59 0.00019 64 0.00019 67 0.00019 70 0.00019 71 0.00019
115,41.1204,-74.1287,1 0.00383 4 0.00019 5 0.00019 7 0.00019 8 0.00019 13 0.00345 15 0.00096 16 0.00038 20 0.00038 21 0.00038 24 0.00019 32 0.00058 34 0.00019 36 0.00038 37 0.00173
116,29.535,-95.5103,1 0.00633 2 0.00019 5 0.00058 11 0.00019 12 0.00019 13 0.00364 14 0.00019 15 0.00058 16 0.00077 21 0.00019 24 0.00077 26 0.00038 28 0.00019 32 0.00153 36 0.00077
117,36.1566,-86.8323,1 0.01285 2 0.00019 3 0.00019 5 0.00058 6 0.00038 8 0.00019 11 0.00019 13 0.00441 15 0.00038 16 0.00038 21 0.00192 23 0.00038 24 0.00096 25 0.00019 32 0.00077
118,41.0247,-75.3022,1 0.00096 5 0.00038 13 0.0023 14 0.00019 15 0.00019 16 0.00077 21 0.00038 24 0.00173 28 0.00019 32 0.00077 34 0.00038 36 0.00019 37 0.00058 39 0.00019 43 0.00038
